FI|SCH|ID|AU|FAU|AF1|AF2|AF3|CI|PAF|CN|AUID
LIL|rhs|biblio-830511|Lopes, Marcos Venicios de Oliveira||Universidade da Integração Internacional da Lusofonia Afro-Brasileira|||Redenção|BR||
LIL|rhs|biblio-830511|Cavalcante, Tahissa Frota||Universidade da Integração Internacional da Lusofonia Afro-Brasileira|||Redenção|BR||
LIL|rhs|biblio-830511|Guedes, Nirla Gomes||Universidade da Integração Internacional da Lusofonia Afro-Brasileira|||Redenção|BR||
LIL|rhs|biblio-830511|Chaves, Emília Soares||Universidade da Integração Internacional da Lusofonia Afro-Brasileira|||Redenção|BR||
LIL|rhs|biblio-830511|Portela, Regiane Campos||Universidade da Integração Internacional da Lusofonia Afro-Brasileira|||Redenção|BR||
LIL|rhs|biblio-830511|Holanda, Rose-Eloise||Universidade da Integração Internacional da Lusofonia Afro-Brasileira|||Redenção|BR||
LIL|rhs|biblio-830553|Camacho Rodríguez, Doriam Esperanza||Universidad Cooperativa de Colombia|||Bucaramanga|CO||
LIL|rhs|biblio-830553|Jaimes Carvajal, Nelly Esperanza||Universidad Cooperativa de Colombia|||Bucaramanga|CO||
LIL|rhs|biblio-830830|Nigenda, Gustavo||Universidad Autónoma del Estado de Morelos|Facultad de Medicina|||MX||
LIL|rhs|biblio-830830|Alcalde-Rabanal, Jaqueline||Universidad Autónoma del Estado de Morelos|Facultad de Medicina|||MX||
LIL|rhs|biblio-830830|González-Robledo, Luz María||Universidad Autónoma del Estado de Morelos|Facultad de Medicina|||MX||
LIL|rhs|biblio-830830|Serván-Mori, Edson||Universidad Autónoma del Estado de Morelos|Facultad de Medicina|||MX||
LIL|rhs|biblio-830830|García-Saiso, Sebastián||Universidad Autónoma del Estado de Morelos|Facultad de Medicina|||MX||
LIL|rhs|biblio-830830|Lozano, Rafael||Universidad Autónoma del Estado de Morelos|Facultad de Medicina|||MX||
LIL|rhs|biblio-830852|Monteiro, Rosana Batista||Universidade Federal de São Carlos|Departamento de Ciências Humanas e Educação||Sorocaba|BR||
LIL|rhs|biblio-831095|Masalán A., Patricia||Pontificia Universidad Católica de Chile|Escuela de Enfermería|||CL||
LIL|rhs|biblio-831095|Sequeida Y., Julia||Pontificia Universidad Católica de Chile|Facultad de Educación|||CL||
LIL|rhs|biblio-831214|Lucchese, Fernando||Santa Casa de Misericórdia de Porto Alegre|Hospital São Francisco de Cardiologia||Porto Alegre|BR||
LIL|rhs|biblio-831239|Bouchardet, Fernanda Capurucho Horta||Pontifícia Universidade Católica de Minas Gerais Paulo|Faculdade de Odontologia||Minas Gerais|BR||
LIL|rhs|biblio-831239|Prates, Andrea Gomes||s.af||||||
LIL|rhs|biblio-831239|Fernandes, Mário Marques||s.af||||||
LIL|rhs|biblio-831239|Branco, Romilda de Melo Alves||s.af||||||
LIL|rhs|biblio-831239|Oliveira, Rogério Nogueira de||s.af||||||
LIL|rhs|biblio-831401|Lima, Cássio de Almeida||s.af||||||
LIL|rhs|biblio-831401|Rocha, Jucimere Fagundes Durães||Universidade Estadual de Montes Claros|Departamento de Enfermagem||Montes Claros|BR||
LIL|rhs|biblio-831401|Leite, Maisa Tavares de Souza||Universidade Estadual de Montes Claros|o Departamento de Enfermagem e do Programa de Pós-Graduação em Ciências da Saúde||Montes Claros|BR||
LIL|rhs|biblio-831401|Santos, Amanda Gesiele Pereira||s.af||||||
LIL|rhs|biblio-831401|Rodrigues, Bianca Gonçalves||s.af||||||
LIL|rhs|biblio-831401|Lafetá, Amanda Fonseca Moura||s.af||||||
LIL|rhs|biblio-831533|Sousa, Cristina Silva||Enfermeira|Doutora em Enfermagem pela Escola de Enfermagem da Universidade de São Paulo (EEUSP)|Enfermeira do Centro Cirúrgico do Hospital Sírio­Libanês|São Paulo|BR||
LIL|rhs|biblio-831533|Bispo, Daniela Magalhaes||Enfermeira|Especialista em Enfermagem em Centro Cirúrgico|Enfermeira da Unidade Pré­operatória do Hospital Sírio­Libanês|São Paulo|BR||
LIL|rhs|biblio-831533|da Cunha, Ana Lucia Mirancos||Enfermeira|Mestre em Enfermagem pela Escola de Enfermagem da Universidade de São Paulo (EEUSP)|Enfermeira Coordenadora do Centro Cirúrgico do Hospital Sírio­Libanês|São Paulo|BR||
LIL|rhs|biblio-831534|Costa, Eliana Auxiliadora Magalhães||Doutora em Saúde Pública|Professora Adjunta da Universidade do Estado da Bahia (UNEB)||Salvador|BR||
LIL|rhs|biblio-831592|Manassero, Fernanda Barcelos||Hospital Moinhos de Vento||||BR||
LIL|rhs|biblio-831592|Bavaresco, Caren Serra||Grupo Hospitalar Conceição||||BR||
LIL|rhs|biblio-831656|Paiva, Elenir||Universidade Federal de Juiz de Fora||||BR||
LIL|rhs|biblio-831656|Loures, Fabiano||Santa Casa de Juiz de Fora||||BR||
LIL|rhs|biblio-831656|Garcia, Willian||Universidade Federal de Juiz de Fora||||BR||
LIL|rhs|biblio-831656|Monteiro, Guilherme||Universidade Federal de Juiz de Fora||||BR||
LIL|rhs|biblio-831755|Rodrigues, Dirceu Francisco De Araújo||Associação Médica do Rio Grande do Sul|||Porto Alegre|BR||
LIL|rhs|biblio-831890|Azevedo, Amaralina Rodrigues||Universidade Federal de Juiz de Fora|Hospital Universitário||Juiz de Fora|BR||
LIL|rhs|biblio-831890|Duque, Kristiane de Castro Dias||Prefeitura Municipal de Juiz de Fora|||Juiz de Fora|BR||
LIL|rhs|biblio-831891|Bertol, Eduardo||Universidade Federal Fluminense|Departamento de Planejamento em Saúde|Instituto de Saúde Coletiva|Niterói|BR||
LIL|rhs|biblio-831891|Fabbro, Amaury Lelis Dal||Secretaria Municipal de Saúde da Cidade do Rio de Janeiro|||Rio de Janeiro|BR||
LIL|rhs|biblio-831907|Rocha, Maria de Jesus Loredo||Secretaria Estadual de Saúde de Minas Gerais||||BR||
LIL|rhs|biblio-831907|Caldeira, Antônio Prates||Universidade Estadual de Montes Claros|||Montes Claros|BR||
LIL|rhs|biblio-832007|Castral, Thaíla Corrêa||Professora Adjunto I da Faculdade de Enfermagem|Universidade Federal de Goiás||Goiânia|BR||
LIL|rhs|biblio-832007|Daré, Mariana Firmino||Doutoranda do Programa de Pós-Graduação Enfermagem em Saúde Pública|Escola de Enfermagem de Ribeirão Preto|Universidade de São Paulo|Ribeirão Preto|BR||
LIL|rhs|biblio-832007|Scochi, Carmen Gracinda Silvan||Professora Titular do Departamento de Enfermagem Materno-Infantil e Saúde Pública|Escola de Enfermagem de Ribeirão Preto|Universidade de São Paulo|Ribeirão Preto|BR||
LIL|rhs|biblio-832020|Souza, Maíra Pereira de||Universidade do Extremo Sul de Santa Catarina|||Criciúma|BR||
LIL|rhs|biblio-832020|Ceretta, Luciane Bisognin||Universidade do Extremo Sul de Santa Catarina|||Criciúma|BR||
LIL|rhs|biblio-832020|Soratto, Maria Tereza||Universidade do Extremo Sul de Santa Catarina|||Criciúma|BR||
LIL|rhs|biblio-832032|Caetano, Patrícia Sônego||Universidade do Extremo Sul de Santa Catarina|||Criciúma|BR||
LIL|rhs|biblio-832032|Feltrin, José Otávio||Universidade do Extremo Sul de Santa Catarina|||Criciúma|BR||
LIL|rhs|biblio-832032|Soratto, Jacks||Universidade do Extremo Sul de Santa Catarina|||Criciúma|BR||
LIL|rhs|biblio-832032|Soratto, Maria Tereza||Universidade do Extremo Sul de Santa Catarina|||Criciúma|BR||
LIL|rhs|biblio-832033|Camilo, Carla Juliana||Centro Universitário Fundação Assis Gurgacz|||Cascavel|BR||
LIL|rhs|biblio-832033|Peder, Leyde Daiane de||Centro Universitário Fundação Assis Gurgacz|||Cascavel|BR||
LIL|rhs|biblio-832033|Silva, Claudinei Mesquita da||Centro Universitário Fundação Assis Gurgacz|||Cascavel|BR||
LIL|rhs|biblio-832180|Guimarães, Carolina Scoqui||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|biblio-832180|Silveira, Renata Cristina de Campos Pereira||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|biblio-832180|Nilsen, Loren||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|biblio-832180|Rodrigues, Maria Carolina de Oliveira||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|biblio-832182|Faria, Juliana de Oliveira|||||Juiz de Fora|BR||
LIL|rhs|biblio-832182|Silva, Girlene Alves da||Universidade Federal de Juiz de Fora|||Juiz de Fora|BR||
LIL|rhs|biblio-832183|Silveira, Cristiana Dias|||||Rio de Janeiro|BR||
LIL|rhs|biblio-832183|Stipp, Marluci Andrade Conceição||Universidade Federal do Rio de Janeiro|||Rio de Janeiro|BR||
LIL|rhs|biblio-832183|Mattos, Valéria Zadra de|||||Rio de Janeiro|BR||
LIL|rhs|biblio-832204|Silva, Jefferson Carlos Araujo||Hospital Universitário Presidente Dutra|||São Luis|BR||
LIL|rhs|biblio-832204|Ribeiro, Mara Dayanne Alves||Universidade Federal do Ceará||||BR||
LIL|rhs|biblio-832204|Oliveira, Sabrynna Brito||Universidade Federal de Minas Gerais|||Belo Horizonte|BR||
LIL|rhs|biblio-832206|Oliveira, Marcelo Marques||Universidade de Franca|||Franca|BR||
LIL|rhs|biblio-832206|Castro, Gisélia Gonçalves de||Universidade de Franca|||Franca|BR||
LIL|rhs|biblio-832206|Figueiredo, Glória Lúcia Alves||Universidade de Franca|||Franca|BR||
LIL|rhs|biblio-832227|Marques, Emilly Souza||Universidade Estadual de Ciências da Saúde de Alagoas|||Maceió|BR||
LIL|rhs|biblio-832227|Melo, Géssyca Cavalcante de||Universidade Federal de Alagoas|||Maceió|BR||
LIL|rhs|biblio-832227|Santos, Regina Maria dos||Universidade Federal de Alagoas|Associação Brasileira de Enfermagem de Alagoas||Maceió|BR||
LIL|rhs|biblio-832228|Kebian, Luciana Valadão Alves|||||Rio de Janeiro|BR||
LIL|rhs|biblio-832228|Acioli, Sonia||Universidade do Estado do Rio de Janeiro|||Rio de Janeiro|BR||
LIL|rhs|biblio-832232|Silva, Lucilane Maria Sales da||Universidade Estadual do Ceará|||Fortaleza|BR||
LIL|rhs|biblio-832232|Martins, Laércia Ferreira||Universidade Estadual do Ceará|||Fortaleza|BR||
LIL|rhs|biblio-832232|Santos, Maria Cecília Freitas Cesarino dos||Hospital Distrital Fernandes Távola|||Fortaleza|BR||
LIL|rhs|biblio-832232|Oliveira, Roberta Meneses||Universidade Estadual do Ceará|||Fortaleza|BR||
LIL|rhs|biblio-832235|Silva, Danielle Soares|||||Ribeirão Preto|BR||
LIL|rhs|biblio-832235|Bernardes, Andrea||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|biblio-832235|Gabriel, Carmen Silvia||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|biblio-832235|Rocha, Fernanda Ludmilla Rossi||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|biblio-832235|Caldana, Graziela||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|biblio-832264|Tavares, Darlene Mara dos Santos||Universidade Federal do Triângulo Mineiro|||Uberaba|BR||
LIL|rhs|biblio-832271|Rodrigues, Renato Santiago Costa|||||Goiânia|BR||
LIL|rhs|biblio-832271|Silva, Ana Elisa Bauer de Camargo||Universidade Federal de Goiás|||Goiânia|BR||
LIL|rhs|biblio-832271|Oliveira, Lizete Malagoni de Almeida Cavalcante||Universidade Federal de Goiás|||Goiânia|BR||
LIL|rhs|biblio-832271|Brasil, Virginia Visconde||Universidade Federal de Goiás|||Goiânia|BR||
LIL|rhs|biblio-832271|Moraes, Katarinne Lima||Universidade Federal de Goiás|||Goiânia|BR||
LIL|rhs|biblio-832271|Cordeiro, Jacqueline Andréia Bernardes Leão||Universidade Federal de Goiás|||Goiânia|BR||
LIL|rhs|biblio-832273|Goulart, Luana Loppi|||||Campinas|BR||
LIL|rhs|biblio-832273|Aoki, Roberta Nazário||Hospital das Clínica da Universidade Estadual de Campinas|||Campinas|BR||
LIL|rhs|biblio-832273|Vegian, Camila Fernanda Lourençon||Hospital de Clínicas da Universidade Estadual de Campinas|||Campinas|BR||
LIL|rhs|biblio-832273|Guirardello, Edinêis Brito||Universidade Estadual de Campinas|||Campinas|BR||
LIL|rhs|biblio-832275|Capellini, Verusca Kelly||Hospital Regional de Assis|||Assis|BR||
LIL|rhs|biblio-832275|Daré, Mariana Firmino||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|biblio-832275|Castral, Thaíla Corrêa||Universidade Federal de Goiás|||Goiânia|BR||
LIL|rhs|biblio-832275|Christoffel, Marialda Moreira||Universidade Federal do Rio de Janeiro|||Rio de Janeiro|BR||
LIL|rhs|biblio-832275|Leite, Adriana Moraes||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|biblio-832275|Scochi, Carmen Gracinda Silvan||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|biblio-832277|Santos, Silvana de Lima Vieira dos||Universidade Federal de Goiás|||Goiânia|BR||
LIL|rhs|biblio-832277|Martins, Marlene Andrade||Universidade Federal de Goiás|||Jataí|BR||
LIL|rhs|biblio-832277|Vasconcelos, Lara Stefânia Netto de Oliveira Leão||Universidade Federal de Goiás|||Goiânia|BR||
LIL|rhs|biblio-832277|Lima, Ana Beatriz Mori||Universidade Federal de Goiás|||Goiânia|BR||
LIL|rhs|biblio-832277|Malaquias, Suelen Gomes||Universidade Federal de Goiás|||Jataí|BR||
LIL|rhs|biblio-832277|Bachion, Maria Márcia||Universidade Federal de Goiás|||Goiânia|BR||
LIL|rhs|biblio-832278|Cruz, Elaine Freire|||||Niterói|BR||
LIL|rhs|biblio-832278|Silva, Liliane Faria da||Universidade Federal Fluminense|||Niterói|BR||
LIL|rhs|biblio-832278|Goes, Fernanda Garcia Bezerra||Universidade Federal do Rio de Janeiro|||Rio de Janeiro|BR||
LIL|rhs|biblio-832278|Aguiar, Rosane Cordeiro Burla||Universidade Federal Fluminense|||Niterói|BR||
LIL|rhs|biblio-832278|Moraes, Juliana Rezende Montenegro Medeiros de||Universidade Federal do Rio de Janeiro|||Rio de Janeiro|BR||
LIL|rhs|biblio-832285|Marin, Maria José Sanches||Faculdade de Medicina de Marília|||Marília|BR||
LIL|rhs|biblio-832285|Dias, Milenne Ura Seixas Santos|||||Marília|BR||
LIL|rhs|biblio-832285|Tonhom, Silvia Franco da Rocha||Faculdade de Medicina de Marília|||Marília|BR||
LIL|rhs|biblio-832285|Michelone, Adriana Paula Congro||Faculdade de Medicina de Marília|||Marília|BR||
LIL|rhs|biblio-832285|Bernardo, Mário do Carmo Martini||Faculdade de Medicina de Marília|||Marília|BR||
LIL|rhs|biblio-832291|Góes, Fernanda dos Santos Nogueira de||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|biblio-832291|Camargo, Rosângela Andrade Aukar de||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|biblio-832291|Hara, Cristina Yuri Nakata||Hospital São Francisco|||Ribeirão Preto|BR||
LIL|rhs|biblio-832291|Fonseca, Luciana Mara Monti||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|biblio-832293|Nogueira, Jordana de Almeida||Universidade Federal da Paraíba|||João Pessoa|BR||
LIL|rhs|biblio-832293|Villa, Tereza Cristina Scatena||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|biblio-832293|Monroe, Aline Aparecida||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|biblio-832302|de Moraes Filho, Iel Marciano||Pontifícia Universidade Católica de Goiás|||Goiânia|BR||
LIL|rhs|biblio-832302|José de Almeida, Rogério|||||Goiânia|BR||
LIL|rhs|biblio-832332|Horta, Fernanda Gomes|||||Diamantina|BR||
LIL|rhs|biblio-832332|Salgado, Patrícia de Oliveira||Universidade Federal de Viçosa|||Viçosa|BR||
LIL|rhs|biblio-832332|Chianca, Tânia Couto Machado||Universidade Federal de Minas Gerais|||Belo Horizonte|BR||
LIL|rhs|biblio-832332|Guedes, Helisamara Mota||Universidade Federal dos Vales do Jequitinhonha e Mucuri|||Diamantina|BR||
LIL|rhs|biblio-832336|Rossi, Nádia Frazão|||||Ribeirão Preto|BR||
LIL|rhs|biblio-832336|Fortuna, Cinira Magali||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|biblio-832336|Matumoto, Silvia||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|biblio-832336|Marciano, Franciele Maia||Secretaria Municipal de Saúde de Cumari|||Cumari|BR||
LIL|rhs|biblio-832336|Silva, Jael Bernardes da||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|biblio-832336|Silva, Juliana Sterci da||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|biblio-832344|Barth, Priscila Orlandi||Universidade Federal de Santa Catarina|||Florianópolis|BR||
LIL|rhs|biblio-832344|Santos, José Luis Guedes dos||Universidade Federal de Santa Catarina|||Florianópolis|BR||
LIL|rhs|biblio-832344|Ramos, Flávia Regina Souza||Universidade Federal de Santa Catarina|||Florianópolis|BR||
LIL|rhs|biblio-832362|Bernardes, Andrea||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|biblio-832362|Maziero, Vanessa Gomes|||||Ribeirão Preto|BR||
LIL|rhs|biblio-832362|Hetti, Lívia Barrionuevo El||União Médica Radiológica de Catanduva|||Catanduva|BR||
LIL|rhs|biblio-832362|Baldin, Maria Cláudia dos Santos||Hospital Estadual de Américo Brasiliense|||Américo Brasiliense|BR||
LIL|rhs|biblio-832362|Gabriel, Carmen Silvia||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|biblio-832363|Silva, Flávio Martinez da||Centro Universitário Uninter|||Curitiba|BR||
LIL|rhs|biblio-832363|Goulart, Flávia Cristina||Universidade de São Paulo|||São Paulo|BR||
LIL|rhs|biblio-832363|Lazarini, Carlos Alberto||Faculdade de Medicina de Marília|||Marília|BR||
LIL|rhs|biblio-832365|Quintana, Julia de Moura|||||Rio Grande|BR||
LIL|rhs|biblio-832365|Hammerschmidt, Karina Silveira de Almeida||Universidade Federal de Santa Catarina|||Florianópolis|BR||
LIL|rhs|biblio-832365|Santos, Silvana Sidney Costa||Universidade Federal do Rio Grande|||Rio Grande|BR||
LIL|rhs|biblio-832372|Corrêa, Ludmilla Zangali de Mattos||Hospital Santa Rosa|||Cuiabá|BR||
LIL|rhs|biblio-832372|Santos, Neuci Cunha dos||Universidade Federal de Mato Grosso|Faculdade de Enfermagem||Cuiabá|BR||
LIL|rhs|biblio-832372|Kobi, Mirian Costa Barbosa||s.af||||||
LIL|rhs|biblio-832380|Monteiro, Roibison Portela||Secretaria Municipal de Saúde de Porto Alegre|||Porto Alegre|BR||
LIL|rhs|biblio-832380|Jung, Walnice||s.af||||||
LIL|rhs|biblio-832380|Lazzari, Daniele Delacanal||Universidade Federal de Santa Catarina|||Florianópolis|BR||
LIL|rhs|biblio-832380|Nascimento, Eliane Regina Pereira do||Universidade Federal de Santa Catarina|||Florianópolis|BR||
LIL|rhs|biblio-832380|Dalamaria, Julcinéia Miguel||Hospital Moinhos de Vento|||Porto Alegre|BR||
LIL|rhs|biblio-832391|Correia, Teresa Isaltina Gomes||Instituto Politécnico de Bragança|||Bragança|PT||
LIL|rhs|biblio-832391|Pereira, Maria de Lurdes loureiro||Unidade Hospitalar de Bragança|||Bragança|PT||
LIL|rhs|biblio-832402|Braccialli, Luzmarina Aparecida Doretto||Faculdade de Medicina de Marília|||Marília|BR||
LIL|rhs|biblio-832402|Francisco, Anete Maria||Faculdade de Medicina de Marília|||Marília|BR||
LIL|rhs|biblio-832402|Moraes, Magali Aparecida Alves de||Faculdade de Medicina de Marília|||Marília|BR||
LIL|rhs|biblio-832402|Carvalho, Maria Helena Ribeiro de||Faculdade de Medicina de Marília|||Marília|BR||
LIL|rhs|biblio-832402|Marvulo, Marilda Marques Luciano||Faculdade de Medicina de Marília|||Marília|BR||
LIL|rhs|biblio-832402|Almeida Filho, Odilon Marques de||Faculdade de Medicina de Marília|||Marília|BR||
LIL|rhs|biblio-832407|Scherer, Zeyne Alves Pires||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|biblio-832407|Scherer, Edson Arthur||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|biblio-832407|Rossi, Paloma Tamaris|||||Ribeirão Preto|BR||
LIL|rhs|biblio-832407|Vedana, Kelly Graziani Giacchero||Universidade de São Paulo|||Ribeirão Preto|BR||
LIL|rhs|biblio-832407|Cavalin, Luciana Aparecida||Instituto Federal de São Paulo|||Sertãozinho|BR||
LIL|rhs|biblio-832412|Carvalho, Monique da Silva|||||Rio de Janeiro|BR||
LIL|rhs|biblio-832412|Martins, Gizele da Conceição Soares||Universidade Federal do Rio de Janeiro|||Rio de Janeiro|BR||
LIL|rhs|biblio-832412|Dias, Nícia Lima||Universidade Federal do Rio de Janeiro|||Rio de Janeiro|BR||
